id;rodada;mandante;visitante;formacao_mandante;formacao_visitante;vencedor;mandante_placar;visitante_placar;vencedor_mandante_visitante_empate;total_gols;temporada
5885;14;botafogo-rj;sport;4-4-1-1;4-2-3-1;botafogo-rj;2;1;1.0;3;2017
5895;15;athletico-pr;botafogo-rj;4-1-4-1;4-2-3-1;-;0;0;3.0;0;2017
5903;16;atletico-go;botafogo-rj;4-2-3-1;4-2-3-1;-;1;1;3.0;2;2017
5906;17;botafogo-rj;sao paulo;4-2-3-1;4-1-4-1;sao paulo;3;4;2.0;7;2017
5922;18;botafogo-rj;palmeiras;4-2-3-1;4-2-3-1;palmeiras;1;2;2.0;3;2017
5929;19;cruzeiro;botafogo-rj;4-2-3-1;4-2-3-1;-;0;0;3.0;0;2017
5943;20;botafogo-rj;gremio;4-2-3-1;4-2-3-1;botafogo-rj;1;0;1.0;1;2017
5952;21;ponte preta;botafogo-rj;4-1-4-1;4-2-3-1;ponte preta;2;1;1.0;3;2017
5960;22;bahia;botafogo-rj;4-2-3-1;4-2-3-1;botafogo-rj;1;2;2.0;3;2017
5974;23;botafogo-rj;flamengo;4-2-3-1;4-2-3-1;botafogo-rj;2;0;1.0;2;2017
5976;24;botafogo-rj;santos;4-2-3-1;4-2-3-1;botafogo-rj;2;0;1.0;2;2017
5990;25;coritiba;botafogo-rj;4-2-3-1;4-2-3-1;botafogo-rj;2;3;2.0;5;2017
6000;26;botafogo-rj;vitoria;4-2-3-1;4-2-3-1;vitoria;2;3;2.0;5;2017
6017;27;botafogo-rj;chapecoense;4-2-3-1;4-1-4-1;botafogo-rj;2;1;1.0;3;2017
6007;28;vasco;botafogo-rj;4-4-1-1;4-2-3-1;vasco;1;0;1.0;1;2017
6029;29;avai;botafogo-rj;4-2-3-1;4-4-1-1;-;1;1;3.0;2;2017
6045;30;botafogo-rj;corinthians;4-4-1-1;4-2-3-1;botafogo-rj;2;1;1.0;3;2017
6051;31;atletico-mg;botafogo-rj;4-4-1-1;4-4-2;-;0;0;3.0;0;2017
6057;32;botafogo-rj;fluminense;4-4-1-1;4-2-3-1;fluminense;1;2;2.0;3;2017
6068;33;sport;botafogo-rj;4-2-3-1;4-4-1-1;botafogo-rj;1;2;2.0;3;2017
6076;34;botafogo-rj;athletico-pr;4-4-1-1;4-2-3-1;athletico-pr;0;1;2.0;1;2017
6091;35;botafogo-rj;atletico-go;4-2-3-1;4-2-3-1;atletico-go;1;2;2.0;3;2017
6100;36;sao paulo;botafogo-rj;4-5-1;4-2-3-1;-;0;0;3.0;0;2017
6115;37;palmeiras;botafogo-rj;4-2-3-1;4-2-3-1;palmeiras;2;0;1.0;2;2017
6117;38;botafogo-rj;cruzeiro;4-1-4-1;4-2-3-1;-;2;2;3.0;4;2017
6135;1;botafogo-rj;palmeiras;4-1-4-1;4-2-3-1;-;1;1;3.0;2;2018
6145;2;sport;botafogo-rj;4-2-3-1;4-1-4-1;-;1;1;3.0;2;2018
6146;3;botafogo-rj;gremio;4-1-4-1;4-2-3-1;botafogo-rj;2;1;1.0;3;2018
6160;4;cruzeiro;botafogo-rj;4-2-3-1;4-1-4-1;cruzeiro;1;0;1.0;1;2018
6174;5;botafogo-rj;fluminense;4-2-3-1;3-4-2-1;botafogo-rj;2;1;1.0;3;2018
6181;6;america-mg;botafogo-rj;4-2-3-1;4-1-4-1;america-mg;1;0;1.0;1;2018
6193;7;botafogo-rj;vitoria;4-3-2-1;4-2-3-1;-;1;1;3.0;2;2018
6200;8;sao paulo;botafogo-rj;4-2-3-1;4-2-3-1;sao paulo;3;2;1.0;5;2018
6208;9;vasco;botafogo-rj;4-2-3-1;4-2-3-1;botafogo-rj;1;2;2.0;3;2018
6218;10;botafogo-rj;ceara;4-2-3-1;3-4-1-2;-;0;0;3.0;0;2018
6231;11;bahia;botafogo-rj;4-2-3-1;4-2-3-1;-;3;3;3.0;6;2018
6242;12;botafogo-rj;athletico-pr;4-2-3-1;3-4-2-1;botafogo-rj;2;0;1.0;2;2018
6248;13;corinthians;botafogo-rj;4-2-3-1;4-2-3-1;corinthians;2;0;1.0;2;2018
6256;14;flamengo;botafogo-rj;4-3-3;4-3-3;flamengo;2;0;1.0;2;2018
6270;15;botafogo-rj;chapecoense;4-3-3;4-1-4-1;botafogo-rj;1;0;1.0;1;2018
6281;16;internacional;botafogo-rj;4-3-3;4-2-3-1;internacional;3;0;1.0;3;2018
6286;17;botafogo-rj;santos;4-2-3-1;4-3-3;-;0;0;3.0;0;2018
6308;18;parana;botafogo-rj;4-2-3-1;4-2-3-1;-;1;1;3.0;2;2018
6321;19;botafogo-rj;atletico-mg;4-2-3-1;4-2-3-1;atletico-mg;0;3;2.0;3;2018
6299;20;palmeiras;botafogo-rj;4-1-4-1;4-1-4-1;palmeiras;2;0;1.0;2;2018
6330;21;botafogo-rj;sport;4-2-3-1;4-2-3-1;botafogo-rj;2;0;1.0;2;2018
6337;22;gremio;botafogo-rj;4-2-3-1;4-2-3-1;gremio;4;0;1.0;4;2018
6347;23;botafogo-rj;cruzeiro;4-1-4-1;4-2-3-1;-;1;1;3.0;2;2018
6361;24;fluminense;botafogo-rj;4-3-2-1;4-3-3;fluminense;1;0;1.0;1;2018
6369;25;botafogo-rj;america-mg;4-3-3;4-4-2;botafogo-rj;1;0;1.0;1;2018
6382;26;vitoria;botafogo-rj;4-2-3-1;4-1-4-1;botafogo-rj;3;4;2.0;7;2018
6392;27;botafogo-rj;sao paulo;4-1-4-1;4-2-3-1;-;2;2;3.0;4;2018
6404;28;botafogo-rj;vasco;4-3-3;4-2-3-1;-;1;1;3.0;2;2018
6415;29;ceara;botafogo-rj;4-2-3-1;4-1-4-1;-;0;0;3.0;0;2018
6417;30;botafogo-rj;bahia;4-1-4-1;4-2-3-1;bahia;0;1;2.0;1;2018
6434;31;athletico-pr;botafogo-rj;4-2-3-1;4-2-3-1;athletico-pr;2;1;1.0;3;2018
6442;32;botafogo-rj;corinthians;4-2-3-1;4-2-3-1;botafogo-rj;1;0;1.0;1;2018
6448;33;botafogo-rj;flamengo;4-2-3-1;4-1-4-1;botafogo-rj;2;1;1.0;3;2018
6462;34;chapecoense;botafogo-rj;4-2-3-1;4-2-3-1;botafogo-rj;0;1;2.0;1;2018
6472;35;botafogo-rj;internacional;4-2-3-1;4-1-4-1;botafogo-rj;1;0;1.0;1;2018
6477;36;santos;botafogo-rj;4-2-3-1;4-2-3-1;-;1;1;3.0;2;2018
6494;37;botafogo-rj;parana;4-2-3-1;4-4-2;botafogo-rj;2;1;1.0;3;2018
6497;38;atletico-mg;botafogo-rj;4-2-3-1;4-2-3-1;atletico-mg;1;0;1.0;1;2018
6506;1;sao paulo;botafogo-rj;4-2-3-1;4-1-4-1;sao paulo;2;0;1.0;2;2019
6525;2;botafogo-rj;bahia;4-1-4-1;4-2-3-1;botafogo-rj;3;2;1.0;5;2019
6531;3;botafogo-rj;fortaleza;4-1-4-1;4-4-2;botafogo-rj;1;0;1.0;1;2019
6536;4;fluminense;botafogo-rj;4-2-3-1;4-1-4-1;botafogo-rj;0;1;2.0;1;2019
6552;5;goias;botafogo-rj;4-2-3-1;4-1-4-1;goias;1;0;1.0;1;2019
6556;6;botafogo-rj;palmeiras;4-1-4-1;4-2-3-1;palmeiras;0;1;2.0;1;2019
6568;7;botafogo-rj;vasco;4-1-4-1;4-1-4-1;botafogo-rj;1;0;1.0;1;2019
6582;8;csa;botafogo-rj;4-2-3-1;4-1-4-1;botafogo-rj;1;2;2.0;3;2019
6586;9;botafogo-rj;gremio;4-1-4-1;4-2-3-1;gremio;0;1;2.0;1;2019
6603;10;cruzeiro;botafogo-rj;4-2-3-1;4-3-3;-;0;0;3.0;0;2019
6611;11;botafogo-rj;santos;4-1-4-1;4-3-3;santos;0;1;2.0;1;2019
6621;12;flamengo;botafogo-rj;4-4-2;4-1-4-1;flamengo;3;2;1.0;5;2019
6629;13;avai;botafogo-rj;4-2-3-1;4-1-4-1;botafogo-rj;0;2;2.0;2;2019
6643;14;botafogo-rj;athletico-pr;4-1-4-1;4-2-3-1;botafogo-rj;2;1;1.0;3;2019
6646;15;corinthians;botafogo-rj;4-1-4-1;4-3-3;corinthians;2;0;1.0;2;2019
6664;16;botafogo-rj;chapecoense;4-2-3-1;4-2-3-1;-;0;0;3.0;0;2019
6670;17;internacional;botafogo-rj;4-1-4-1;4-1-4-1;internacional;3;2;1.0;5;2019
6684;18;botafogo-rj;atletico-mg;4-1-4-1;4-1-4-1;botafogo-rj;2;1;1.0;3;2019
6689;19;ceara;botafogo-rj;4-2-3-1;4-1-4-1;-;0;0;3.0;0;2019
6696;20;botafogo-rj;sao paulo;4-1-4-1;4-1-4-1;sao paulo;1;2;2.0;3;2019
6707;21;bahia;botafogo-rj;4-1-4-1;4-4-1-1;bahia;2;0;1.0;2;2019
6724;22;fortaleza;botafogo-rj;4-2-3-1;4-1-4-1;fortaleza;1;0;1.0;1;2019
6734;23;botafogo-rj;fluminense;4-1-2-1-2;4-1-4-1;fluminense;0;1;2.0;1;2019
6737;24;botafogo-rj;goias;4-3-1-2;4-3-3;botafogo-rj;3;1;1.0;4;2019
6748;25;palmeiras;botafogo-rj;4-2-3-1;4-1-4-1;palmeiras;1;0;1.0;1;2019
6762;26;vasco;botafogo-rj;4-2-3-1;4-1-4-1;vasco;2;1;1.0;3;2019
6775;27;botafogo-rj;csa;4-2-3-1;4-1-4-1;botafogo-rj;2;1;1.0;3;2019
6782;28;gremio;botafogo-rj;4-2-2-2;4-2-3-1;gremio;3;0;1.0;3;2019
6795;29;botafogo-rj;cruzeiro;4-2-3-1;4-2-3-1;cruzeiro;0;2;2.0;2;2019
6803;30;santos;botafogo-rj;4-3-3;4-2-3-1;santos;4;1;1.0;5;2019
6814;31;botafogo-rj;flamengo;4-1-4-1;4-2-3-1;flamengo;0;1;2.0;1;2019
6825;32;botafogo-rj;avai;4-2-3-1;4-1-4-1;botafogo-rj;2;0;1.0;2;2019
6841;33;athletico-pr;botafogo-rj;4-2-3-1;4-2-3-1;athletico-pr;1;0;1.0;1;2019
6831;34;botafogo-rj;corinthians;4-2-3-1;4-1-2-1-2;botafogo-rj;1;0;1.0;1;2019
6847;35;chapecoense;botafogo-rj;4-1-4-1;4-1-4-1;botafogo-rj;0;1;2.0;1;2019
6856;36;botafogo-rj;internacional;4-1-4-1;4-2-3-1;internacional;0;1;2.0;1;2019
6868;37;atletico-mg;botafogo-rj;4-2-3-1;4-2-3-1;atletico-mg;2;0;1.0;2;2019
6878;38;botafogo-rj;ceara;4-1-4-1;4-1-4-1;-;1;1;3.0;2;2019
6898;2;bragantino;botafogo-rj;4-2-3-1;4-2-3-1;-;1;1;3.0;2;2020
6914;3;fortaleza;botafogo-rj;4-2-3-1;4-2-3-1;-;0;0;3.0;0;2020
6922;4;botafogo-rj;atletico-mg;4-4-2;4-2-3-1;botafogo-rj;2;1;1.0;3;2020
6929;5;flamengo;botafogo-rj;4-4-2;5-4-1;-;1;1;3.0;2;2020
6946;6;botafogo-rj;internacional;4-3-3;4-1-2-1-2;internacional;0;2;2.0;2;2020
6959;7;botafogo-rj;coritiba;4-2-3-1;4-3-3;-;0;0;3.0;0;2020
6967;8;corinthians;botafogo-rj;4-2-3-1;3-5-2;-;2;2;3.0;4;2020
6976;9;athletico-pr;botafogo-rj;4-1-4-1;3-4-3;-;1;1;3.0;2;2020
6995;10;botafogo-rj;vasco;3-4-3;4-2-3-1;vasco;2;3;2.0;5;2020
6943;11;botafogo-rj;santos;4-4-2;4-3-3;-;0;0;3.0;0;2020
7003;12;atletico-go;botafogo-rj;4-2-3-1;3-4-2-1;-;1;1;3.0;2;2020
6893;1;botafogo-rj;bahia;3-4-1-2;4-4-2;bahia;1;2;2.0;3;2020
7009;13;botafogo-rj;fluminense;4-3-3;4-2-3-1;-;1;1;3.0;2;2020
7022;14;botafogo-rj;palmeiras;4-3-3;4-2-3-1;botafogo-rj;2;1;1.0;3;2020
7032;15;sport;botafogo-rj;4-2-3-1;4-3-3;botafogo-rj;1;2;2.0;3;2020
7037;16;gremio;botafogo-rj;4-2-3-1;4-3-3;gremio;3;1;1.0;4;2020
7055;17;botafogo-rj;goias;4-3-3;4-2-3-1;-;0;0;3.0;0;2020
7066;19;botafogo-rj;ceara;4-3-3;4-2-3-1;-;2;2;3.0;4;2020
7083;20;bahia;botafogo-rj;4-2-3-1;4-3-3;bahia;1;0;1.0;1;2020
7095;21;botafogo-rj;bragantino;4-3-3;4-4-2;bragantino;1;2;2.0;3;2020
7103;22;botafogo-rj;fortaleza;4-3-3;4-4-2;fortaleza;1;2;2.0;3;2020
7106;23;atletico-mg;botafogo-rj;3-2-4-1;4-2-3-1;atletico-mg;2;1;1.0;3;2020
7118;24;botafogo-rj;flamengo;4-3-3;4-4-2;flamengo;0;1;2.0;1;2020
7065;18;sao paulo;botafogo-rj;4-4-2;4-2-3-1;sao paulo;4;0;1.0;4;2020
7128;25;internacional;botafogo-rj;4-4-2;4-2-3-1;internacional;2;1;1.0;3;2020
7140;26;coritiba;botafogo-rj;4-2-3-1;4-1-4-1;botafogo-rj;1;2;2.0;3;2020
7150;27;botafogo-rj;corinthians;4-2-3-1;4-2-3-1;corinthians;0;2;2.0;2;2020
7157;28;botafogo-rj;athletico-pr;4-3-3;4-4-2;athletico-pr;0;2;2.0;2;2020
7173;29;vasco;botafogo-rj;4-1-4-1;4-2-3-1;vasco;3;0;1.0;3;2020
7180;30;santos;botafogo-rj;4-2-3-1;4-2-3-1;santos;2;1;1.0;3;2020
7186;31;botafogo-rj;atletico-go;4-2-3-1;4-2-3-1;atletico-go;1;3;2.0;4;2020
7204;32;fluminense;botafogo-rj;4-2-3-1;4-1-4-1;fluminense;2;0;1.0;2;2020
7214;33;palmeiras;botafogo-rj;4-2-3-1;4-4-2;-;1;1;3.0;2;2020
7224;34;botafogo-rj;sport;4-4-2;4-4-2;sport;0;1;2.0;1;2020
7229;35;botafogo-rj;gremio;4-4-2;4-2-3-1;gremio;2;5;2.0;7;2020
7236;36;goias;botafogo-rj;4-4-2;3-5-2;goias;2;0;1.0;2;2020
7255;37;botafogo-rj;sao paulo;4-4-2;4-4-2;botafogo-rj;1;0;1.0;1;2020
7261;38;ceara;botafogo-rj;4-2-3-1;4-2-3-1;ceara;2;1;1.0;3;2020
7650;1;botafogo-rj;corinthians;4-3-3;4-3-3;corinthians;1;3;2.0;4;2022
7665;2;ceara;botafogo-rj;4-3-3;4-2-3-1;botafogo-rj;1;3;2.0;4;2022
7683;3;atletico-go;botafogo-rj;4-2-3-1;4-2-3-1;-;1;1;3.0;2;2022
7671;4;botafogo-rj;juventude;4-2-3-1;4-2-3-1;-;1;1;3.0;2;2022
7688;5;flamengo;botafogo-rj;4-2-3-1;4-2-3-1;botafogo-rj;0;1;2.0;1;2022
7713;6;botafogo-rj;fortaleza;4-2-3-1;3-4-1-2;botafogo-rj;3;1;1.0;4;2022
7702;7;america-mg;botafogo-rj;4-4-2;4-2-3-1;-;1;1;3.0;2;2022
7719;8;coritiba;botafogo-rj;4-2-3-1;4-2-3-1;coritiba;1;0;1.0;1;2022
7735;9;botafogo-rj;goias;4-3-3;5-4-1;goias;1;2;2.0;3;2022
7743;10;palmeiras;botafogo-rj;4-2-3-1;4-1-4-1;palmeiras;4;0;1.0;4;2022
7755;11;botafogo-rj;avai;4-2-3-1;4-1-4-1;avai;0;1;2.0;1;2022
7763;12;botafogo-rj;sao paulo;3-4-3;3-4-1-2;botafogo-rj;1;0;1.0;1;2022
7771;13;internacional;botafogo-rj;4-1-2-1-2;3-4-3;botafogo-rj;2;3;2.0;5;2022
7782;14;botafogo-rj;fluminense;3-4-3;4-2-3-1;fluminense;0;1;2.0;1;2022
7795;15;bragantino;botafogo-rj;4-2-3-1;3-4-1-2;botafogo-rj;0;1;2.0;1;2022
7804;16;cuiaba;botafogo-rj;4-1-4-1;3-4-2-1;cuiaba;2;0;1.0;2;2022
7812;17;botafogo-rj;atletico-mg;4-2-3-1;4-2-3-1;atletico-mg;0;1;2.0;1;2022
7822;18;santos;botafogo-rj;4-2-3-1;4-2-3-1;santos;2;0;1.0;2;2022
7827;19;botafogo-rj;athletico-pr;4-2-3-1;4-2-3-1;botafogo-rj;2;0;1.0;2;2022
7838;20;corinthians;botafogo-rj;4-2-3-1;4-2-3-1;corinthians;1;0;1.0;1;2022
7847;21;botafogo-rj;ceara;4-2-3-1;4-2-3-1;-;1;1;3.0;2;2022
7859;22;botafogo-rj;atletico-go;4-2-3-1;4-2-3-1;-;0;0;3.0;0;2022
7868;23;juventude;botafogo-rj;4-1-4-1;4-2-3-1;-;2;2;3.0;4;2022
7882;24;botafogo-rj;flamengo;4-2-3-1;4-3-3;flamengo;0;1;2.0;1;2022
7892;25;fortaleza;botafogo-rj;4-2-3-1;4-2-3-1;botafogo-rj;1;3;2.0;4;2022
7902;26;botafogo-rj;america-mg;4-2-3-1;4-3-3;-;0;0;3.0;0;2022
7907;27;botafogo-rj;coritiba;4-2-3-1;4-2-3-1;botafogo-rj;2;0;1.0;2;2022
7925;28;goias;botafogo-rj;4-2-3-1;4-2-3-1;botafogo-rj;0;1;2.0;1;2022
7934;29;botafogo-rj;palmeiras;4-2-3-1;4-2-3-1;palmeiras;1;3;2.0;4;2022
7945;30;avai;botafogo-rj;4-1-4-1;4-2-3-1;botafogo-rj;1;2;2.0;3;2022
7949;31;sao paulo;botafogo-rj;3-4-1-2;4-2-3-1;botafogo-rj;0;1;2.0;1;2022
7961;32;botafogo-rj;internacional;4-2-3-1;4-2-3-1;internacional;0;1;2.0;1;2022
7970;33;fluminense;botafogo-rj;4-2-2-2;4-3-3;-;2;2;3.0;4;2022
7978;34;botafogo-rj;bragantino;4-2-3-1;4-2-3-1;botafogo-rj;2;1;1.0;3;2022
7987;35;botafogo-rj;cuiaba;4-2-3-1;3-4-1-2;cuiaba;0;2;2.0;2;2022
8005;36;atletico-mg;botafogo-rj;4-2-3-1;3-4-2-1;botafogo-rj;0;2;2.0;2;2022
8014;37;botafogo-rj;santos;4-2-3-1;4-2-3-1;botafogo-rj;3;0;1.0;3;2022
8017;38;athletico-pr;botafogo-rj;4-1-4-1;4-2-3-1;athletico-pr;3;0;1.0;3;2022
1949;1;fluminense;cruzeiro;;;-;2;2;3.0;4;2007
1964;2;gremio;fluminense;;;gremio;2;0;1.0;2;2007
1969;3;fluminense;internacional;;;fluminense;3;0;1.0;3;2007
1985;4;vasco;fluminense;;;-;1;1;3.0;2;2007
1991;5;fluminense;sport;;;fluminense;3;0;1.0;3;2007
2011;6;athletico-pr;fluminense;;;-;1;1;3.0;2;2007
2022;7;america-rn;fluminense;;;fluminense;0;1;2.0;1;2007
2034;8;fluminense;botafogo-rj;;;botafogo-rj;1;2;2.0;3;2007
2042;9;fluminense;parana;;;-;0;0;3.0;0;2007
2049;10;corinthians;fluminense;;;-;1;1;3.0;2;2007
2003;12;sao paulo;fluminense;;;fluminense;0;1;2.0;1;2007
2095;14;atletico-mg;fluminense;;;atletico-mg;3;0;1.0;3;2007
2081;13;fluminense;goias;;;fluminense;3;0;1.0;3;2007
2106;15;fluminense;figueirense;;;-;1;1;3.0;2;2007
2107;16;nautico;fluminense;;;-;0;0;3.0;0;2007
2122;17;fluminense;palmeiras;;;palmeiras;0;1;2.0;1;2007
2128;18;juventude;fluminense;;;-;0;0;3.0;0;2007
2145;19;fluminense;santos;;;fluminense;3;0;1.0;3;2007
2076;11;fluminense;flamengo;;;flamengo;0;1;2.0;1;2007
2155;20;cruzeiro;fluminense;;;cruzeiro;4;2;1.0;6;2007
2158;21;fluminense;gremio;;;-;1;1;3.0;2;2007
2174;22;internacional;fluminense;;;fluminense;1;4;2.0;5;2007
2185;23;fluminense;vasco;;;-;1;1;3.0;2;2007
2196;24;sport;fluminense;;;fluminense;0;2;2.0;2;2007
2203;25;fluminense;athletico-pr;;;fluminense;2;0;1.0;2;2007
2208;26;fluminense;america-rn;;;fluminense;2;0;1.0;2;2007
2225;27;botafogo-rj;fluminense;;;fluminense;0;2;2.0;2;2007
2236;28;parana;fluminense;;;parana;3;1;1.0;4;2007
2063;29;fluminense;corinthians;;;-;1;1;3.0;2;2007
2246;30;flamengo;fluminense;;;fluminense;0;2;2.0;2;2007
2252;31;fluminense;sao paulo;;;-;1;1;3.0;2;2007
2258;32;goias;fluminense;;;goias;5;3;1.0;8;2007
2267;33;fluminense;atletico-mg;;;-;1;1;3.0;2;2007
2278;34;figueirense;fluminense;;;fluminense;0;2;2.0;2;2007
2288;35;fluminense;nautico;;;fluminense;2;1;1.0;3;2007
2306;36;palmeiras;fluminense;;;palmeiras;1;0;1.0;1;2007
2308;37;fluminense;juventude;;;fluminense;3;2;1.0;5;2007
2318;38;santos;fluminense;;;fluminense;2;4;2.0;6;2007
2335;1;atletico-mg;fluminense;;;-;0;0;3.0;0;2008
2342;2;fluminense;nautico;;;nautico;0;2;2.0;2;2008
2352;3;sport;fluminense;;;sport;2;1;1.0;3;2008
2366;4;fluminense;flamengo;;;flamengo;0;1;2.0;1;2008
2371;5;gremio;fluminense;;;gremio;2;1;1.0;3;2008
2377;6;fluminense;santos;;;-;1;1;3.0;2;2008
2390;7;coritiba;fluminense;;;coritiba;2;1;1.0;3;2008
2405;8;fluminense;botafogo-rj;;;-;0;0;3.0;0;2008
2416;9;goias;fluminense;;;goias;1;0;1.0;1;2008
2429;10;fluminense;athletico-pr;;;fluminense;3;0;1.0;3;2008
2425;11;fluminense;vitoria;;;fluminense;2;1;1.0;3;2008
2442;12;palmeiras;fluminense;;;palmeiras;3;1;1.0;4;2008
2458;13;fluminense;figueirense;;;fluminense;1;0;1.0;1;2008
2453;14;vasco;fluminense;;;-;3;3;3.0;6;2008
2469;15;fluminense;cruzeiro;;;cruzeiro;1;3;2.0;4;2008
2479;16;portuguesa;fluminense;;;portuguesa;3;1;1.0;4;2008
2489;17;fluminense;internacional;;;internacional;1;2;2.0;3;2008
2503;18;fluminense;sao paulo;;;fluminense;3;1;1.0;4;2008
2514;19;ipatinga;fluminense;;;ipatinga;2;1;1.0;3;2008
2524;20;fluminense;atletico-mg;;;fluminense;1;0;1.0;1;2008
2532;21;nautico;fluminense;;;fluminense;1;3;2.0;4;2008
2537;22;fluminense;sport;;;-;1;1;3.0;2;2008
2556;23;flamengo;fluminense;;;-;2;2;3.0;4;2008
2564;24;fluminense;gremio;;;-;0;0;3.0;0;2008
2574;25;santos;fluminense;;;santos;2;1;1.0;3;2008
2578;26;fluminense;coritiba;;;coritiba;2;3;2.0;5;2008
2596;27;botafogo-rj;fluminense;;;-;1;1;3.0;2;2008
2597;28;fluminense;goias;;;-;1;1;3.0;2;2008
2615;29;athletico-pr;fluminense;;;fluminense;1;3;2.0;4;2008
2621;30;vitoria;fluminense;;;-;2;2;3.0;4;2008
2631;31;fluminense;palmeiras;;;fluminense;3;0;1.0;3;2008
2654;33;fluminense;vasco;;;vasco;0;1;2.0;1;2008
2646;32;figueirense;fluminense;;;fluminense;0;1;2.0;1;2008
2661;34;cruzeiro;fluminense;;;cruzeiro;1;0;1.0;1;2008
2668;35;fluminense;portuguesa;;;fluminense;3;1;1.0;4;2008
2684;36;internacional;fluminense;;;fluminense;0;2;2.0;2;2008
2696;37;sao paulo;fluminense;;;-;1;1;3.0;2;2008
2703;38;fluminense;ipatinga;;;-;1;1;3.0;2;2008
2711;1;fluminense;sao paulo;;;fluminense;1;0;1.0;1;2009
2722;2;barueri;fluminense;;;-;0;0;3.0;0;2009
2731;3;fluminense;santos;;;santos;1;4;2.0;5;2009
2743;4;nautico;fluminense;;;-;1;1;3.0;2;2009
2761;6;fluminense;gremio;;;-;0;0;3.0;0;2009
2756;5;fluminense;botafogo-rj;;;fluminense;1;0;1.0;1;2009
2771;7;avai;fluminense;;;avai;3;2;1.0;5;2009
2786;8;fluminense;flamengo;;;-;0;0;3.0;0;2009
2796;9;corinthians;fluminense;;;corinthians;4;2;1.0;6;2009
2806;10;fluminense;santo andre;;;santo andre;0;1;2.0;1;2009
2812;11;internacional;fluminense;;;internacional;4;2;1.0;6;2009
2817;12;fluminense;goias;;;goias;1;4;2.0;5;2009
2834;13;atletico-mg;fluminense;;;atletico-mg;2;1;1.0;3;2009
2844;14;fluminense;cruzeiro;;;-;1;1;3.0;2;2009
2853;15;palmeiras;fluminense;;;palmeiras;1;0;1.0;1;2009
2862;16;athletico-pr;fluminense;;;athletico-pr;1;0;1.0;1;2009
2874;17;fluminense;sport;;;fluminense;5;1;1.0;6;2009
2881;18;vitoria;fluminense;;;-;2;2;3.0;4;2009
2890;19;fluminense;coritiba;;;coritiba;1;3;2.0;4;2009
2901;20;sao paulo;fluminense;;;sao paulo;1;0;1.0;1;2009
2913;21;fluminense;barueri;;;-;0;0;3.0;0;2009
2922;22;santos;fluminense;;;santos;2;0;1.0;2;2009
2935;23;fluminense;nautico;;;-;1;1;3.0;2;2009
2943;24;botafogo-rj;fluminense;;;-;0;0;3.0;0;2009
2950;25;gremio;fluminense;;;gremio;5;1;1.0;6;2009
2963;26;fluminense;avai;;;fluminense;3;2;1.0;5;2009
2974;27;flamengo;fluminense;;;flamengo;2;0;1.0;2;2009
2982;28;fluminense;corinthians;;;-;1;1;3.0;2;2009
2989;29;santo andre;fluminense;;;fluminense;1;2;2.0;3;2009
3002;30;fluminense;internacional;;;-;2;2;3.0;4;2009
3013;31;goias;fluminense;;;-;2;2;3.0;4;2009
3025;32;fluminense;atletico-mg;;;fluminense;2;1;1.0;3;2009
3034;33;cruzeiro;fluminense;;;fluminense;2;3;2.0;5;2009
3041;34;fluminense;palmeiras;;;fluminense;1;0;1.0;1;2009
3054;35;fluminense;athletico-pr;;;fluminense;2;1;1.0;3;2009
3061;36;sport;fluminense;;;fluminense;0;3;2.0;3;2009
3076;37;fluminense;vitoria;;;fluminense;4;0;1.0;4;2009
3086;38;coritiba;fluminense;;;-;1;1;3.0;2;2009
3094;1;ceara;fluminense;;;ceara;1;0;1.0;1;2010
3097;2;fluminense;atletico-go;;;fluminense;1;0;1.0;1;2010
3112;3;corinthians;fluminense;;;corinthians;1;0;1.0;1;2010
3131;5;atletico-mg;fluminense;;;fluminense;1;3;2.0;4;2010
3118;4;fluminense;flamengo;;;fluminense;2;1;1.0;3;2010
3138;6;fluminense;vitoria;;;fluminense;2;1;1.0;3;2010
3147;7;avai;fluminense;;;fluminense;0;3;2.0;3;2010
3166;8;fluminense;gremio prudente;;;-;1;1;3.0;2;2010
3173;9;santos;fluminense;;;fluminense;0;1;2.0;1;2010
3186;10;fluminense;cruzeiro;;;fluminense;1;0;1.0;1;2010
3196;11;botafogo-rj;fluminense;;;-;1;1;3.0;2;2010
3198;12;fluminense;athletico-pr;;;fluminense;3;1;1.0;4;2010
3214;13;gremio;fluminense;;;fluminense;1;2;2.0;3;2010
3222;14;fluminense;internacional;;;fluminense;3;0;1.0;3;2010
3235;15;vasco;fluminense;;;-;2;2;3.0;4;2010
3237;16;goias;fluminense;;;fluminense;0;3;2.0;3;2010
3254;17;fluminense;sao paulo;;;-;2;2;3.0;4;2010
3263;18;fluminense;palmeiras;;;-;1;1;3.0;2;2010
3271;19;guarani;fluminense;;;guarani;2;1;1.0;3;2010
3277;20;fluminense;ceara;;;fluminense;3;1;1.0;4;2010
3289;21;atletico-go;fluminense;;;atletico-go;2;1;1.0;3;2010
3301;22;fluminense;corinthians;;;corinthians;1;2;2.0;3;2010
3314;23;flamengo;fluminense;;;-;3;3;3.0;6;2010
3325;24;fluminense;atletico-mg;;;fluminense;5;1;1.0;6;2010
3333;25;vitoria;fluminense;;;fluminense;1;2;2.0;3;2010
3343;26;fluminense;avai;;;fluminense;1;0;1.0;1;2010
3350;27;gremio prudente;fluminense;;;-;1;1;3.0;2;2010
